contract_start,contract_end,contract_type,rent_recurrence,building_raw,building_name,unit_number,annualized_rent,size_sqft,bedrooms,floor_level,view
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0617,26.88,419.79,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0618,26.88,419.79,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0908,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0409,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0812,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0706,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0320,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0405,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0404,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0403,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0707,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0903,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0904,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0321,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0914,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0215,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0319,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0406,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0104,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0107,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0312,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0110,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0711,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0311,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0310,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0309,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0308,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0712,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0713,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0905,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1006,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0919,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0918,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0915,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0615,26.88,419.79,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1008,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0420,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0614,26.88,419.79,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0613,26.88,419.79,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0612,26.88,419.79,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0207,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0411,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0921,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0417,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0416,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0415,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0208,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0807,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0705,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0719,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0718,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0307,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0303,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0203,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0108,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0204,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0304,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0709,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0708,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0305,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0306,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0112,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0111,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0109,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0313,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0810,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0314,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0315,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0106,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0316,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0105,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0317,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0103,26.88,419.79,1.0,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0318,26.88,419.79,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0906,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0220,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0205,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0811,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0710,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0821,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0806,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0805,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0803,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0815,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0817,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0818,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0219,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0410,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0211,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0819,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0217,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0218,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0816,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0820,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0804,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0704,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0814,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0813,26.88,419.79,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0216,26.88,419.79,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0703,26.88,419.79,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0301,26.88,290.63,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,222,26.88,290.63,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0402,26.88,290.63,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0801,26.88,290.63,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0419,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1016,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1015,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0922,26.88,290.63,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1014,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0520,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0518,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0519,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1007,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0202,26.88,290.63,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0302,26.88,290.63,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0513,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0822,26.88,290.63,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0902,26.88,290.63,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1009,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1017,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1020,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0802,26.88,290.63,1.0,8,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0621,26.88,290.63,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0602,26.88,290.63,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0421,26.88,290.63,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0422,26.88,419.79,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0516,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0913,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0505,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1011,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1005,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1013,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0701,26.88,290.63,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1003,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1010,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0221,26.88,290.63,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0511,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0901,26.88,290.63,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0322,26.88,290.63,1.0,3,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1021,227.27,290.63,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0622,26.88,290.63,1.0,6,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0508,26.88,419.79,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0501,26.88,290.63,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1002,227.27,290.63,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1012,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1004,227.27,419.79,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0521,26.88,290.63,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1001,227.27,290.63,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0522,26.88,290.63,1.0,5,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0909,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0702,26.88,290.63,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0721,26.88,290.63,1.0,7,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0401,26.88,290.63,1.0,4,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,SPA,5000.0,364.79,,1,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0910,26.88,419.79,1.0,9,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1022,227.27,290.63,1.0,10,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,201,26.88,290.63,1.0,2,
2017-11-07,2027-11-06,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0418,26.88,419.79,1.0,4,
2024-11-06,2027-11-05,Rental Contracts,New Contract,Canal Cove Villas,,PJCCE406,525000.0,4099.97,4.0,,
2024-11-05,2027-11-04,Rental Contracts,New Contract,Garden Homes Frond B (Al Khalas),Al Ghaf,PJFRB049,825000.0,5001.77,5.0,,
2024-11-02,2027-11-01,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,F080A,258013.0,861.0,,1,
2024-11-01,2027-10-31,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,415,200000.0,1743.75,2.0,4,
2022-10-22,2027-10-21,Rental Contracts,New Contract,Golden Mile 01,Golden Mile,OF29,448908.33,3753.48,,MEZ,Community View / Garden View
2022-10-22,2027-10-21,Rental Contracts,New Contract,Golden Mile 01,Golden Mile,OF28,448908.33,3421.84,,MEZ,Community View / Garden View
2022-10-22,2027-10-21,Rental Contracts,New Contract,Golden Mile 01,Golden Mile,OF27,448908.33,3127.56,,MEZ,Community View / Garden View
2024-09-20,2027-10-19,Rental Contracts,New Contract,Garden Homes Frond C (Al Hilali),Al Ghaf,PJFRC097,915000.0,5000.05,4.0,,
2024-10-15,2027-10-14,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,910,150000.0,1550.0,1.0,9,
2024-10-11,2027-10-10,Rental Contracts,Renewal,Golden Mile 08,Golden Mile,GM2B8RT26C,66067.93,278.57,,B1,
2024-10-01,2027-09-30,Rental Contracts,New Contract,Marina Residences 3,Al Murjan,305,174500.0,2439.64,3.0,3,
2022-09-30,2027-09-29,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,GM2B9GR12,205600.0,3219.27,,G,Community View / Garden View
2022-09-26,2027-09-25,Rental Contracts,New Contract,Shoreline - Hamri,Al Hamri,805,160000.0,1550.0,2.0,8,Park View / Community View
2024-09-19,2027-09-18,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,E036,404999.46,1436.01,,2,
2024-09-15,2027-09-14,Rental Contracts,Renewal,Nakheel Mall,Al Msalli,E013,326073.58,6881.04,,2,
2024-09-15,2027-09-14,Rental Contracts,Renewal,Golden Mile 09,Golden Mile,GM2B9GR05,149210.64,1811.99,,G,
2023-09-15,2027-09-14,Rental Contracts,Renewal,Nakheel Mall,Al Msalli,F055,378744.06,1619.97,,1,
2024-06-10,2027-09-09,Rental Contracts,New Contract,Garden Homes Frond L (Al Fara),Al Fahad,PJFRL054,1100000.0,5000.05,4.0,,
2024-09-09,2027-09-08,Rental Contracts,Renewal,Nakheel Mall,Al Msalli,F076A,239927.1,1076.39,,1,
2022-09-05,2027-09-04,Rental Contracts,New Contract,Five Palm Jumeirah,Seven Palm,C8,100000.0,13358.0,,13,Sea View / Beach View
2024-09-05,2027-09-04,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,P049,359174.83,2517.03,,G,
2024-09-01,2027-08-31,Rental Contracts,Renewal,Golden Mile 02,Golden Mile,RT05,288907.8,850.78,,B1,
2023-08-29,2027-08-28,Rental Contracts,New Contract,The Palm Tower,Palm Tower,NAN,200000.0,6705.48,,,
2024-08-29,2027-08-28,Rental Contracts,New Contract,Golden Mile 05,Golden Mile,GM1B5FB26,154430.47,652.18,,B1,
2022-08-25,2027-08-24,Rental Contracts,Renewal,Tiara - Tanzanite,Tiara Residences,PENTHOUSE2,650000.0,5216.94,4.0,PH,Sea View / Community View
2024-08-24,2027-08-23,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,GM2B8GR13,597898.24,3217.44,,G,
2024-08-20,2027-08-19,Rental Contracts,New Contract,Golden Mile 02,Golden Mile,GM1B2FB03B,219359.24,1384.02,,B1,
2022-08-09,2027-08-08,Rental Contracts,New Contract,Tiara - Diamond,Tiara Residences,905,300000.0,2391.95,3.0,9,Sea View / Community View
2022-08-05,2027-08-04,Rental Contracts,New Contract,Golden Mile 10,Golden Mile,GM2B10FB24,244228.5,2322.96,,B1,Community View / Garden View
2024-08-01,2027-07-31,Rental Contracts,Renewal,Al Shalal Beach Club,Al Msalli,B107,22000.0,185.89,,B1,
2024-08-01,2027-07-31,Rental Contracts,Renewal,Al Manhal,Al Mashraba,B109,57759.89,159.84,,B1,
2022-07-24,2027-07-23,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,OF13,481758.75,4558.94,,MEZ,Community View / Garden View
2024-07-15,2027-07-14,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,GM2B9RT39,172967.17,782.75,,G,
2024-07-03,2027-07-02,Rental Contracts,Renewal,Golden Mile 08,Golden Mile,GM2B8GR15,216041.67,1791.76,,G,
2024-07-03,2027-07-02,Rental Contracts,Renewal,Golden Mile 08,Golden Mile,GM2B8GR16,216041.67,1800.59,,G,
2022-07-02,2027-07-01,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,F016,676400.0,5063.98,,1,Street View / Community View
2024-07-01,2027-06-30,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,KS12,153369.13,428.83,,B1,
2022-07-01,2027-06-30,Rental Contracts,Renewal,Shoreline - Shahla,,802,50000.0,2185.07,3.0,8,Sea View / Street View
2024-07-01,2027-06-30,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,GM2B8RT26A,168139.44,978.33,,B1,
2022-06-28,2027-06-27,Rental Contracts,New Contract,THE POINTE - BLOCK B,The 8,TPTGBIN15B,130998.95,611.07,,,
2022-06-28,2027-06-27,Rental Contracts,New Contract,THE POINTE - BLOCK B,The 8,TPTGBIN14A,130998.95,611.28,,,
2022-06-24,2027-06-23,Rental Contracts,New Contract,Al Nafura,Al Anbara,R001,1062020.02,4088.56,,B1,
2024-06-23,2027-06-22,Rental Contracts,New Contract,Golden Mile 10,Golden Mile,KS20,151530.17,424.21,,B1,
2022-06-16,2027-06-15,Rental Contracts,New Contract,Dusit Emirates Saray (Al Osaimi Beach Resort & Spa),Al Shamsi,RETAIL13,16000.0,1677.55,,G,
2022-06-15,2027-06-14,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,E014,508502.0,7162.41,,2,Street View / Community View
2022-06-14,2027-06-13,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,F014B,286752.0,3000.44,,1,Street View / Community View
2024-05-24,2027-05-23,Rental Contracts,New Contract,Nakheel Mall,Al Msalli,P012A,300459.03,493.96,,G,
2024-05-21,2027-05-20,Rental Contracts,Renewal,Golden Mile 02,Golden Mile,FB0303A,192176.4,974.78,,B1,
2024-05-20,2027-05-19,Rental Contracts,New Contract,Signature Villas Frond B (Al Khalas),Al Ghaf,PJFRB092,2300000.0,6999.98,6.0,,
